,src,rel,tgt,time,text
546,Sonia Ghandi,Make a visit,India,2016-01-03,"Dehradun, Jan. 4 -- Taking a break from politics, Congress president Sonia Gandhi landed in Uttarakhand's famous tourist spot Mussoorie on January 1, even though she made her brief public presence only on Saturday."
547,Narendra Modi,Make a visit,India,2016-01-03,"Prime Minister Narendra Modi landed in the national capital on Sunday evening, and directly went into a huddle with senior officials including National Security Adviser Ajit Doval, Foreign Secretary S. Jaishankar and others to discuss the terror strike."
548,Rajnath Singh,Make a visit,India,2016-01-03,"Guwahati, Jan 3 (IANS) Union Home Minister Rajnath Singh's visit to areas in Assam's Barak Valley along the India-Bangladesh international border without taking the state government into confidence was 'unfortunate' and in violation of the spirit of cooperative federalism, Chief Minister Tarun Gogoi said on Sunday."
549,Minister Poudel,Make a visit,India,2016-01-03,"(The Kathmandu Post) - - Post Report, Kathmandu Jan 3, 2016- Even as the party General Convention approaching fast, Nepali Congress (NC) Vice President Ram Chandra Poudel is leaving for Indian Capital New Delhi on Monday for a five-day visit."
550,Rajnath Singh,Make a visit,India,2016-01-03,Rajnath Singh reached Silchar on Sunday and visited the Steamerghat border outpost along the international border in Karimganj district.
551,Anayibe Rojas Valderrama,Make a visit,India,2016-01-03,"Later in the evening, Sonia again headed to Cloud End where the sunset on January 1 seemed to have charmed her enough to make her want to visit again."
552,Deputy Prime Minister Oli,Make a visit,India,2016-01-03,UDAYAPUR : Minister of State for Urban Development Manju Kumari Chaudhary on Sunday said that Prime Minister KP Sharma Oli would not make his state visit to India until the Indian unofficial blockade ended.
553,Rajnath Singh,Make a visit,India,2016-01-03,"Guwahati, Jan 3 (IANS) Union Home Minister Rajnath Singh on Sunday visited Karimganj sector of the India-Bangladesh border in Assam and said the porous border will be sealed in 2016."
554,India,Make empathetic comment,Citizen (India),2016-01-03,"VIJAYAWADA,ANDHRA PRADESH : The Muslim United Front (MUF), Guntur, condemned the terrorist attack on the IAF base at Pathankot and expressed condolence over the death of four IAF personnel in the incident."
555,India,Engage in diplomatic cooperation,Pakistan,2016-01-03,"“I’m convinced that dialogue is the only way forward for improving relations between Pakistan and India,” he told the Press Trust of India news agency on Sunday in the United Nations."
556,India,Engage in diplomatic cooperation,Pakistan,2016-01-03,”UN Secretary General Ban Ki-moon has rightly pointed out that dialogue is the only way forward for resolving differences and improving bilateral ties between Pakistan and India.
557,India,Engage in diplomatic cooperation,Pakistan,2016-01-03,Cooperation between India and Pakistan as major countries of South Asia entails lot of opportunities for regional prosperity and stability.
558,India,Provide humanitarian aid,Children (India),2016-01-03,"PATNA, Jan. 4 -- A joint team of Patna and Sultanganj ( Bhagalpur) police on Sunday rescued two girls from a prostitution ring, at Parmanand Palace located on RPS More under Danapur police station."
559,Other Authorities / Officials (India),Demonstrate military or police power,India,2016-01-03,"She added that the authorities further strengthened security measures in all main railway stations such as New Delhi, Delhi, old debt system and Anand of Vasant Vihar."
560,India,Demand,Citizen (International),2016-01-03,They accused Saudi Arab of supporting terror organizations and demanded world community to take strong measures against Saudi monarchy.
561,United States,Demand,Pakistan,2016-01-03,The U.S has also been pressing Pakistan for action against perpetrators of Mumbai terror attacks.
562,Narendra Modi,Provide economic aid,India,2016-01-03,"Modi is now backtracking from allocating 100% fund to Bihar for the projects and schemes he announced under the Rs 1.25 lakh crore special package during the 2015 assembly polls,' RJD national vice president and former union rural development minister Raghuvansh Prasad Singh told TOI on Sunday."
563,Police (India),Confiscate property,India,2016-01-03,"On a tip off, the police raided the premises and seized the meat, legs and head kept in a bag inside the Rifle Association of Andhra Pradesh (RAAP) building."
564,Citizen (India),Express intent to meet or negotiate,India,2016-01-04,"Udapudi (BELAGAVI DISTRICT),KARNATAKA Government awaiting positive response from Goa government, says Chief Minister Siddaramaiah The State government will send an all-party delegation to Goa to explore the possibilities of an early settlement to the protracted row over sharing the Mahadayi Basin waters."
565,Rashtriya Janata Dal,Express intent to meet or negotiate,India,2016-01-04,The RJD chief will land in Varanasi to sound the poll bugle for the 2017 assembly election in Uttar Pradesh and kick-start his nation-wide tour to attack Modi.
566,Navy Personnel (India),Express intent to meet or negotiate,India,2016-01-04,The Commandant of the Japan Coast Guard would also meet his Indian counterpart in Delhi and later arrive in Chennai.
567,India,Host a visit,Narendra Modi,2016-01-04,"Prime Minister Narendra Modi landed in the national capital on Sunday evening, and directly went into a huddle with senior officials including National Security Adviser Ajit Doval, Foreign Secretary S. Jaishankar and others to discuss the terror strike."
568,India,Host a visit,Congress Party Nepal,2016-01-04,KATHMANDU : Nepali Congress (NC) Vice-President Ram Chandra Paudel left for India on a five-day visit on Monday.
569,India,Host a visit,Barack Obama,2016-01-04,"It is not a serious problem for Pakistan,' Adviser on Foreign Affairs and National Security Sartaj Aziz said on Saturday in reply to a question on the sidelines of a seminar on US President Barack Obama's recent visit to India."
570,Governor (India),Make statement,India,2016-01-04,"Praying for peace to the departed souls, the governor said the nation was indebted to them for their supreme sacrifice."
571,India,Make statement,Ajit Doval,2016-01-04,Indian officials said Mr Doval's visit will be rescheduled as he is preoccupied with the handling of the Pathankot incident.
572,Lawmaker (India),Make statement,India,2016-01-04,"He said that the four-lane road would be laid from Kaman crossroads to Housing Board colony, the bridge across the river connecting to Sadashivapalli village of Manakondur mandal."
573,India,Make statement,Police (India),2016-01-04,"New Delhi,NEW DELHI Takes dig at AAP govt, says unlike others Delhi Police do not shed crocodile tears for women : Just a few weeks from retiring, the Delhi Police Commissioner on Monday spoke the language of the masses when it comes to dealing with rapists."
574,Police (India),Make statement,India,2016-01-04,Khongsai said several multi-storeyed buildings in Imphal collapsed while many vehicles were damaged.
575,India,Make statement,Armed Gang (India),2016-01-04,"(Dawn News) - PATHANKOT: After saying all the gunmen who attacked the Pathankot Indian Air Force (IAF) base were dead, Indian officials said at least two attackers remained, and vowed to kill them Monday to end a more than 48-hour siege."
576,India,Make statement,Amitabh Bachchan,2016-01-04,"Kolkata, Jan 4 (IANS) Bollywood megastar Amitabh Bachchan, who is here to shoot 'TE3N', says he felt the tremors that shook Inddia's northeastern region on Monday morning."
577,Police (India),Make statement,India,2016-01-04,Khongsai said several multi-storey buildings in Imphal collapsed while many vehicles were damaged.
578,Akhilesh Yadav,Make statement,India,2016-01-04,"Announcing that the event would now on will be an annual affair, Akhilesh Yadav said that only the venues will change and would rotate among the major cities of the state."
579,Government Official (India),Make statement,India,2016-01-04,"Suresh Babu, a Manipur government official, said the six-story building was under construction."
580,Narendra Modi,Make statement,India,2016-01-04,He said derailing India-Pakistan appears to be the motive of attack in Pathankot by the terrorists.
581,B. Ramanath Rai,Make statement,India,2016-01-04,Mr. Ramanath Rai said that the National Highway division of the Public Works Department will be undertaking the widening work and hand it over to the National Highway Authority of India that will take it forward.
582,Mirza Aslam Beg,Make statement,India,2016-01-04,"During a special discussion with Jehan Pakistan, General Mirza Aslam Beg said that India links every incident like this to Pakistan, though the internal elements of India are involved in all the incidents of this nature because they do not want that the situation could become peaceful between the two countries."
583,India,Make statement,Attacker (India),2016-01-04,"(Dawn News) - PATHANKOT: After saying all the gunmen who attacked the Pathankot Indian Air Force (IAF) base were dead, Indian officials said at least two attackers remained, and vowed to kill them Monday to end a more than 48-hour siege."
584,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2016-01-04,"Gurdaspur: In the wake of the Pathankot terror attack, chief minister Parkash Singh Badal on Sunday said it was high that both Centre and state governments evolved a consensus to deal with acts of terrorism."
585,Arun Jaitley,Make statement,India,2016-01-04,PUBDATE: (The News Home) - ISLAMABAD: Indian Finance Minister Arun Jaitley has said that India would decide about going ahead with the foreign secretary-level talks with Pakistan scheduled later this month only after operations to flush out terrorists from the Indian Air Force (IAF) base at Pathankot are over.
586,Ministry (India),Make statement,India,2016-01-04,"Speaking to reporters on Sunday on the sidelines of a programme in his assembly constituency of Rampur, Khan said the brazen attack on an IAF airbase in Pathankot was an example of what he alleged."
587,Narendra Modi,Make statement,India,2016-01-04,"During an all-party delegation in New Delhi, Prime Minister Narendra Modi had told the delegation to meet Opposition parties in Goa and Maharashtra."
588,India,Make statement,Ajit Doval,2016-01-04,Indian officials said Doval's visit will be rescheduled as he is preoccupied with the handling of the Pathankot incident.
589,Ministry (India),Make statement,India,2016-01-04,"Mr Gadkari was addressing a public meeting after laying the foundation for the works on a four-lane road between Yadagirigutta to Warangal a stretch of 99 kilometres costing Rs. 1,905 crore."
590,India,Make statement,Government (India),2016-01-04,The statement from Pakistan comes even as officials in Delhi said the government was “mulling” its options over whether to go ahead with Foreign Secretary-level talks next week.
591,Treasury/Finance Ministry (India),Make statement,India,2016-01-04,"Jammu, Jan. 4 -- Finance minister Haseeb Drabu on Sunday said the government would ensure a peoplefriendly welfare budget for J&amp;K."
592,Sukhbir Singh Badal,Make statement,India,2016-01-04,He also announced that Punjab will fortify its second defense line equipped with ultra-modern security gadgets by deploying commando battalion at all vulnerable points near border in the state.
593,High Ranking Military Personnel (India),Make statement,India,2016-01-04,"Maj. Gen. Anurag Gupta of the National Disaster Management Authority said at least one building had collapsed in Imphal, Manipur's capital city."
594,United Jihad Council,Use conventional military force,India,2016-01-04,Indian newspaper The Hindu also reported that the Kashmir- based militant group United Jihad Council (UJC) had claimed responsibility for the attack on the airbase.
595,Armed Separatist (Libération),Use conventional military force,India,2016-01-04,"RANCHI: Jharkhand police killed two 'extremists' including 'one top commander’ of People’s Liberation Front of India (PLFI) – a breakaway faction of CPI (Maoist) – in a secret operation they mounted at Mahabuang in Simdega district, around 100 km south-west from here on Monday evening."
596,Military (India),Use conventional military force,India,2016-01-04,"Late in the evening, Indian soldiers blew up a building on the base to flush out the terrorists who were hiding in it."
597,Bharatiya Janata,Use conventional military force,India,2016-01-04,"PCC president Anjan Dutta, who led the party delegation, said, 'The home minister was surprised when we told him about the attack on Rajiv Bhawan by BJP workers."
598,Pakistan,Use conventional military force,Foreign Affairs (India),2016-01-04,"Pakistan has attacked the Indian embassy, consulates, and their staff in Afghanistan several times; still India wants Afghanistan to get to peace and has always been honest to Afghans.'"
599,Combatant (India),Use unconventional violence,India,2016-01-04,"'According to an input, Lashkar-e-Taiba, Jamaat-ud-Dawa organised a group of approximate 15-18 specially, trained fighters to carry out attack in India during New Year's celebration."
600,Terrorist (Pakistan),Use unconventional violence,India,2016-01-04,"Pathankot (Punjab), Jan 4 (IANS) Over 62 hours after suspected Pakistani terrorists raided the IAF base here killing seven security personnel and losing five of their own, senior officers said on Monday evening that they were still sensitizing the area for possible hidden attackers."
601,Armed Band (India),Use unconventional violence,India,2016-01-04,"He said an investigation was under way to try to identify the men and those behind the attack, which occurred on the same day armed men attacked an Indian air base in Pathankot in Punjab state near the border with Pakistan."
602,Citizen (India),Use unconventional violence,India,2016-01-04,"Local news-gathering service Current News Service (CNS) said Monday that Kashmiri militants associated with the 'Highway Squad' and attacked the airbase, citing UJC spokesman Syed Sadaqat Hussain."
603,Terrorist (India),Use unconventional violence,India,2016-01-04,"Chandigarh/New Delhi: Two teams of terrorists attacked the Pathankot air base on Saturday, and they had – in all likelihood – reached there in different vehicles, security sources told HT ."
604,Armed Gang (India),Use unconventional violence,India,2016-01-04,NEW DELHI (Sputnik) - A group of gunmen in army fatigues stormed the Pathankot air base in the Punjab region early on Saturday.
605,Militant (India),Use unconventional violence,India,2016-01-04,"NEW DELHI, Jan. 4 (Xinhua) -- Indian security forces killed the remaining two gunmen on Monday at an airbase attacked by militants, ending a three-day combing operation against the attackers, said local media."
606,Armed Gang (India),Use unconventional violence,India,2016-01-04,"Page 1: National, International Reports Prominent pictures on page 1 show scenes related to gunmen's attack at Pathankot airbase."
607,Armed Gang (India),Use unconventional violence,India,2016-01-04,A group of gunmen in army fatigues stormed the Pathankot air base in the Punjab region early on Saturday.
608,Citizen (Pakistan),Use unconventional violence,India,2016-01-04,"Chandigarh, Jan. 5 -- A week before Pakistani terrorists attacked the Pathankot airbase, a central agency had cautioned every state government that terrorists could launch a 'spectacular attack' in India during the New Year celebrations, according to government sources."
609,Citizen (India),Use unconventional violence,India,2016-01-04,"BILASPUR: Forest officials along with police force raided a village in Takhatpur, about 20km from here on Sunday and seized more than eight truck loads of illegal teak and other wood from more than a dozen houses."
610,India,Provide humanitarian aid,Student (India),2016-01-04,"They were brought to Chintalnar camp of Central Reserve Police Force (CRPF) in Dantewada district from where they were airlifted to Jagdalpur, the Bastar division headquarters."
611,Congress Party Nepal,Make a visit,India,2016-01-04,KATHMANDU : Nepali Congress (NC) Vice-President Ram Chandra Paudel left for India on a five-day visit on Monday.
612,Narendra Modi,Make a visit,India,2016-01-04,"Prime Minister Narendra Modi landed in the national capital on Sunday evening, and directly went into a huddle with senior officials including National Security Adviser Ajit Doval, Foreign Secretary S. Jaishankar and others to discuss the terror strike."
613,Barack Obama,Make a visit,India,2016-01-04,"It is not a serious problem for Pakistan,' Adviser on Foreign Affairs and National Security Sartaj Aziz said on Saturday in reply to a question on the sidelines of a seminar on US President Barack Obama's recent visit to India."
614,Government (India),Make pessimistic comment,India,2016-01-04,This initiative of the union ministers makes it clear that the government is worried about Delhi's security.
615,India,Engage in diplomatic cooperation,United States,2016-01-04,"For all the talk of intelligence cooperation between the Washington and New Delhi, the best that the US State Department could come up with was to urge ''all countries in the region to work together to disrupt and dismantle terrorist networks and to bring to justice the perpetrators of this heinous act.''"
616,United States,Engage in diplomatic cooperation,India,2016-01-04,"For all the talk of intelligence cooperation between the Washington and New Delhi, the best that the US State Department could come up with was to urge ''all countries in the region to work together to disrupt and dismantle terrorist networks and to bring to justice the perpetrators of this heinous act.''"
617,Afghanistan,Praise or endorse,India,2016-01-04,The Afghan leader also expressed support for India over a deadly Monday earthquake in the country’s northeast and promised to ensure security at the Indian consulate in northern Afghanistan that was attacked earlier today by unknown militants.
618,India,Praise or endorse,Samajwadi Janata Party,2016-01-04,"The SP candidates have already been elected - all unopposed - in at least 33 out 74 districts, including Lucknow."
619,Main Opposition (India),Consult,India,2016-01-04,"During an all-party delegation in New Delhi, Prime Minister Narendra Modi had told the delegation to meet Opposition parties in Goa and Maharashtra."
620,India,Consult,Main Opposition (India),2016-01-04,"During an all-party delegation in New Delhi, Prime Minister Narendra Modi had told the delegation to meet Opposition parties in Goa and Maharashtra."
621,India,Make an appeal or request,Citizen (India),2016-01-04,"NIZAMABAD,TELANGANA District Congress Minority Cell, led by its chairman Sumeer Ahmed, urged the Collector here on Monday to take initiative to severely punish the accused persons who raped two Muslim minor girls at different villages and sanction ex-gratia and other benefits to the victims."
622,Citizen (India),"Protest violently, riot",India,2016-01-04,"Kolkata, Jan. 5 -- On Sunday morning a crowd of thousands stormed Kaliachak police station in Malda district and burnt several police vehicles, ransacked and set fire to the police station reducing documents to ashes."
623,Foreign Affairs (India),Investigate,India,2016-01-04,He is visiting Sri Lanka by the end of this week to study the India-Sri Lanka Economic and Trade engagement and also to do the needful in that regard.
624,Sri Lanka,Investigate,India,2016-01-04,He is visiting Sri Lanka by the end of this week to study the India-Sri Lanka Economic and Trade engagement and also to do the needful in that regard.
625,India,"Arrest, detain, or charge with legal action",Citizen (India),2016-01-04,Sources said a Kolkata Police team is already in Bihar where they have detained at least two persons.
626,Other Authorities / Officials (India),Impose administrative sanctions,India,2016-01-04,"SRINAGAR, Indian-controlled Kashmir, Jan. 4 (Xinhua) -- Authorities Monday imposed curfew-like restrictions in several parts of Srinagar city, the summer capital of Indian-controlled Kashmir to prevent protests and clashes over the execution of Shiite cleric Sheikh Nimr al-Nimr in Saudi Arabia."
627,Citizen (India),Demonstrate or rally,India,2016-01-04,"Fearing that the school administration will stop their kids at the school gates, parents protested outside the principal’s office."
628,India,Accuse,Militant (Pakistan),2016-01-04,"His colleagues' slowness to react was one of several security lapses in the buildup to the pre-dawn raid, blamed by India on Pakistani militants and a blow to the recent improvement in ties between the nuclear-armed neighbors."
629,Bharatiya Janata,Accuse,India,2016-01-04,"Shimla, Jan. 4 -- The Bharatiya Janata Party (BJP) has accused the state government of failure in providing clean drinking water to the people of the state."
630,Media (India),Accuse,Pakistan,2016-01-04,"To a question, Hassan said that no Indian government functionary blamed Pakistan for the attack so far, and only the Indian media blamed JeM and suspected Pakistan for the attack."
631,India,Accuse,Citizen (India),2016-01-04,"The victim, Satyawan Verma, from Hanumangarh in Rajasthan, climbed up the building alleging he was humiliated by security guards who accused him in a theft in the society."
632,Lashkar-e-Taiba,Threaten with military force,India,2016-01-04,"'As per the input from a central agency, the LeT (Lashkar-e-Taiba) is planning to carry out a spectacular terrorist attack in India, possibly during the New Year celebrations,' the alert-HT has a copy-cautioned."
633,Pakistan,Make empathetic comment,Government (India),2016-01-04,Pakistan foreign office spokesperson Qazi Khalilur Rehman has said -- Pakistan expresses its deep condolences to the Indian government and people.
634,India,Reduce or break diplomatic relations,Pakistan,2016-01-04,"NEW DELHI, Jan. 4 (Xinhua) -- India is mulling cancelling or delaying the Foreign Secretary-level talks with Pakistan following an attack on its key airbase in the northern state of Punjab, sources said Monday."
635,United Jihad Council,Acknowledge or claim responsibility,India,2016-01-04,Indian newspaper The Hindu also reported that the Kashmir- based militant group United Jihad Council (UJC) had claimed responsibility for the attack on the airbase.
636,India,Express intent to cooperate,Pakistan,2016-01-04,Pakistan and India had agreed to resume the peace talks under a new name: ‘Comprehensive Bilateral Talks’.
637,Pakistan,Express intent to cooperate,India,2016-01-04,Pakistan and India had agreed to resume the peace talks under a new name: ‘Comprehensive Bilateral Talks’.
638,Citizen (India),Criticize or denounce,India,2016-01-04,"Mahachandra Singh, who contested the Bihar assembly elections on HAM-S ticket was the first among the rebel JD(U) MLCs to lose his council membership, while two others - Bhim Singh and Manzar Alam - had resigned earlier."
639,Labor Union (India),Criticize or denounce,India,2016-01-04,Guwahati: The All Rabha Students' Union (Arsu) has opposed formation of Garo Autonomous Council out of Rabha Hasong Autonomous Council (RHAC) areas.
640,India,Share intelligence or information,Pakistan,2016-01-04,The FO statement comes as sections of Indian media reported that New Delhi shared information with Islamabad on the Pathankot airbase attack.
641,Police (India),Mobilize or increase police power,India,2016-01-04,"For a better view of crowd movement, officers have also been deployed at overhead water tanks and power stations."
642,India,"Return, release person(s)",Police (India),2016-01-04,The Bombay high court and later in the day the Supreme Court refused to provide reprieve to the officers who had been released from jail last month and had sought more time to surrender.
643,India,"Return, release person(s)",Citizen (India),2016-01-04,AHMEDABAD: Ahmedabad rural court on Sunday granted bail to two leaders of Patidar Anamat Andolan Samiti (PAAS) Atul Patel and Jagdish Parikh.
644,Other Authorities / Officials (India),Confiscate property,India,2016-01-04,"The ACB sources said that the bureau authorities raided offices of the RTOs at Khammam, Karimnagar and Nizamabad simultaneously."
645,Police (India),Confiscate property,India,2016-01-04,"The police, who raided the house of of Seoni MLA Dinesh Rai Munmun at Shivaji Nagar on a tip-off, arrested ten people."
646,Congress (India),Demand,India,2016-01-04,JAIPUR: State Congress chief Sachin Pilot on Sunday demanded the state government to accord agriculture the status of 'industry'.
647,Citizen (India),Demand,India,2016-01-04,"They demanded the State government to reinstate over 13,000 employees and withdraw an appeal petition filed in the Supreme Court against their reinstatement."
648,N. Chandrababu Naidu,Make optimistic comment,India,2016-01-04,"NELLORE,ANDHRA PRADESH Stressing the need to interlink the rivers, Chief Minister N. Chandrababu Naidu on Monday said that the linking of the Godavari, Krishna and Penna rivers would solve the problems arising from the drought and low rainfall conditions in the State, especially in the upland areas."
649,Other Authorities / Officials (United States),Engage in judicial cooperation,India,2016-01-04,"About 200 Indian students have been deported in the last fortnight by US authorities to Hyderabad, the city that sends the maximum number of students from the country to American higher education institutes every year."
650,Military (India),Mobilize or increase armed forces,India,2016-01-04,Additional forces have been reportedly deployed at sensitive and strategic locations to stop the intrusion of Maoists in the AP region.
651,Iran,Express intent to engage in material cooperation,India,2016-01-04,"Leading a high-level delegation including ministers, Abdullah will also visit Chabahar port which is expected to give Afghanistan sea-land access to India."
652,Citizen (India),Accuse,India,2016-01-05,"Gupta, who moved the court a day before justice Singh was to be sworn in as the lokayukta on December 20, alleged before the SC that the state had concealed facts about the state chief justice's objection over justice Singh's name."
653,India,Accuse,Militant (Pakistan),2016-01-05,"His colleagues' slowness to react was one of several security lapses in the buildup to the pre-dawn raid, blamed by India on alleged Pakistani militants and a blow to the recent improvement in ties between the nuclear-armed neighbours."
654,Ibobi Singh,Make statement,India,2016-01-05,"Manipur's chief minister, Okram Ibobi Singh, told reporters that the state was assessing the damage."
655,Engineer (India),Make statement,India,2016-01-05,An engineer who visited the complex along with Works Minister T. Ratankumar on Tuesday morning said on condition of anonymity that the building might not withstand another earthquake of high magnitude.
656,India,Make statement,Armed Gang (India),2016-01-05,"Manohar Parrikar stopped short of saying the operation had ended, but Indian officials have said repeatedly that only six gunmen were involved."
657,India,Make statement,Head of Government (India),2016-01-05,"VIJAYAWADA,ANDHRA PRADESH Former MLA and Vijayawada city Congress president Malladi Vishnu, the A-9 in the spurious liquor case, said he would fully cooperate with the Special Investigation Team (SIT) probing the incident in which five persons died."
658,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2016-01-05,"Deputy chief minister G Gaikhangam, who hails from Tamenglong and holds the home portfolio, said the district escaped casualties by a 'miracle and God's grace'."
659,Government Official (India),Make statement,India,2016-01-05,"Deputy secretary of the disaster management department Sanjay Kumar Srivastava, who collected information on the damage caused by the tremor from various district authorities, said several houses in Dhanbad, Giridih and Deoghar were damaged."
660,Manohar Parrikar,Make statement,India,2016-01-05,He said the combing operation at the air base is ongoing and may end tomorrow.
661,Company - Owner or Operator (India),Make statement,India,2016-01-05,"To a question by Prakash P. on people not following speed limits in the city, a trader, Vishwanath Naik, officer from Regional Transport office, said that the speed limit of vehicles on main streets of the city was 20 km an hour."
662,Defense / Security Ministry (India),Make statement,India,2016-01-05,The defence ministry and the National Security Guard have confirmed the killing of five terrorists by security forces at the IAF base.
663,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2016-01-05,"Addressing a public meeting at Bhupalpally after commissioning the 600 MW power plant, he said the entire Kakatiya Canal would be repaired and renovated this summer to ensure supply of 8000 cusecs, its full capacity, with an estimate of Rs. 130 crore."
664,Narendra Modi,Make statement,Pakistan,2016-01-05,"'PM Nawaz Sharif assured PM Modi that his government would take prompt and decisive action against the terrorists,' the Indian Prime Minister's office said in a press statement after Mr Sharif called Mr Modi from Colombo to condemn the weekend strike in Pathankot and convey Pakistan's promise to act on the intelligence given by India about suspected handlers and the mastermind of the terrorist attack."
665,Ministry (India),Make statement,India,2016-01-05,"Addressing the District Congress Committee meting held at the party office here, Mr. Pallam Raju said that in the name of Janmabhoomi Committees, the government gave powers to the TDP cadre."
666,Government (India),Make statement,India,2016-01-05,"However, the Delhi Government said that levels of fine particulate matter (PM2.5) in the locations being monitored during the odd-even experiment had shown a “definitive declining trend”."
667,Congress (India),Make statement,India,2016-01-05,"The Ashok Gehlot-led Congress, under the Rajiv Gandhi Vidyutikaran Yojana, assured these families that their region would taste the benefits of electricity."
668,Education Ministry (India),Make statement,India,2016-01-05,"Inaugurating the ceremony, Education Minister P.K. Abdu Rabb said that all the venues would be readied for the event in a time-bound manner."
669,Y. Sinha,Make statement,Pakistan,2016-01-05,"In the wake of the terror attack in Pathankot, Sinha, departing from his party's position, said Pakistan has gone back on its assurance of not allowing its territory to be used for terror activities against India."
670,India,Share intelligence or information,Pakistan,2016-01-05,The FO statement comes as sections of Indian media reported that New Delhi shared information with Islamabad on the Pathankot airbase attack.
671,India,Share intelligence or information,Pakistan,2016-01-05,"(Dawn News) - NEW DELHI: India said on Monday it would take a decision on the next round of talks with Pakistan after the operations at the Pathankot airbase are over, amid reports that Delhi had handed some 'actionable information' to Islamabad about the ongoing crisis."
672,Police (India),Investigate,India,2016-01-05,"While CISF takes care of the security on the airport premises and terminal building, state police monitors the rest of the area around the terminal."
673,India,Investigate,Citizen (India),2016-01-05,"Chandigarh, Jan. 6 -- A Punjab and Haryana high court bench on Tuesday questioned sacked former Punjab cop Gurmeet Singh Pinky's claims of having knowledge about extra-judicial killings in Punjab during terrorism days."
674,Military (India),Investigate,India,2016-01-05,"PATHANKOT, India (AP) — There was no gunfire early Tuesday as troops search an Indian air base on the fourth day of a siege looking for a possible sixth gunman involved in a weekend attack that left seven troops dead."
675,India,Investigate,Citizen (India),2016-01-05,"Chandigarh, Jan. 5 -- A Punjab and Haryana high court bench on Tuesday questioned sacked former Punjab cop Gurmeet Singh Pinky's claims of having knowledge about extrajudicial killings in Punjab during terrorism days."
676,Criminal (India),Use unconventional violence,India,2016-01-05,Police inquired many suspects before questioning Vijayalakshmi and Valli who after initially denying their role confessed to killing Yamuna.
677,Armed Gang (India),Use unconventional violence,India,2016-01-05,"During a tour to the Pathankot airbase in the northern state Punjab, Parrikar said all six gunmen who attacked the airbase have been killed in the airbase."
678,Terrorist (Pakistan),Use unconventional violence,India,2016-01-05,"Terrorists believed to be from Pakistan attacked the Indian Air Force (IAF) base at Pathankot in Punjab before dawn on Saturday, leaving seven security personnel dead."
679,Armed Gang (India),Use unconventional violence,India,2016-01-05,"In the middle of the New Year weekend, an important Indian airbase located almost on the border was attacked by a group of gunmen who successfully infiltrated it despite it being most well protected."
680,Militant (India),Use unconventional violence,India,2016-01-05,"With this in view, Saturday's attack in Pathankot by suspected JeM militants could turn adversity into an opportunity for India and Pakistan to jointly confront trans-border terror."
681,Militant (India),Use unconventional violence,India,2016-01-05,"NEW DELHI: Indian security forces have killed six militants who launched an assault on a military air base in northern India that killed seven security personnel and injured 22, Defence Minister Manohar Parrikar said on Tuesday."
682,Militant (India),Use unconventional violence,India,2016-01-05,"PATHANKOT, India: Six militants who attacked an Indian air base have been confirmed killed, Defence Minister Manohar Parrikar said on Tuesday, adding that a four-day-old operation to secure the compound was still under way."
683,Militant (India),Use unconventional violence,India,2016-01-05,"PATHANKOT, India (Reuters) - Six militants who attacked an Indian air base have been confirmed killed, Defense Minister Manohar Parrikar said on Tuesday, adding that a four-day-old operation to secure the compound was still under way."
684,Militant (India),Use unconventional violence,India,2016-01-05,"Indian police personnel stand alert outside an airforce base in Pathankot on January 2, 2016, during an ongoing attack on the base in the northern Indian state of Punjab by suspected militants"
685,Terrorist (Jaish-e-Mohammad),Use unconventional violence,India,2016-01-05,Initial fears that the three might have links with the Jaish-e-Mohammad terrorists who have attacked an Air Force base in Pathankot were put to rest when Mohali SSP Gurpreet Singh Bhullar clarified no connection had emerged between them and the terrorists.
686,Militant (India),Use unconventional violence,India,2016-01-05,"NEW DELHI, Jan. 5 (Xinhua) -- As an operation clearing militants who attacked an Indian airbase in northern state of Punjab entered the fourth day, no gunfire was heard, officials and locals said on Tuesday."
687,Militant (India),Use unconventional violence,India,2016-01-05,"PATHANKOT, India, Jan 5 (Reuters) - Six militants who attacked an Indian air base have been confirmed killed, Defence Minister Manohar Parrikar said on Tuesday, adding that a four-day-old operation to secure the compound was still under way."
688,Ministry (India),Express intent to meet or negotiate,India,2016-01-05,He said that Minister for Endowments Indrakaran Reddy and Karimnagar legislator Gangula Kamalakar would visit Kerala and collect the land documents very soon.
689,Citizen (India),Express intent to meet or negotiate,India,2016-01-05,National Investigation Agency chief Sharad Kumar will also visit the base as it has been asked to probe the Saturday terror attack that left seven security personnel dead.
690,Air Force (India),Express intent to meet or negotiate,India,2016-01-05,"New Delhi, Jan 5 (IANS) Defence Minister Manohar Parrikar as well as the heads of the army, air force and the NIA will on Tuesday visit the IAF base in Pathankot in Punjab that was attacked by terrorists."
691,Citizen (India),Express intent to meet or negotiate,India,2016-01-05,"New Delhi, Jan 5 (IANS) Defence Minister Manohar Parrikar, along with Indian Army Chief General Dalbir Singh and Indian Air Force chief Air Chief Marshal Arup Raha will visit Pathankot in Punjab on Tuesday in the wake of a terror attack at the air base that has killed seven personnel."
